Name,Low IP,High IP,Malware Type,Confidence,Severity,ASN,Org,Country,Description,Last Seen
187.172.240.28,187.172.240.28,187.172.240.28,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
187.250.109.250,187.250.109.250,187.250.109.250,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
187.250.159.104,187.250.159.104,187.250.159.104,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
187.75.66.160,187.75.66.160,187.75.66.160,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
188.26.158.80,188.26.158.80,188.26.158.80,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
188.40.100.254,188.40.100.254,188.40.100.254,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
188.50.169.158,188.50.169.158,188.50.169.158,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
188.50.26.190,188.50.26.190,188.50.26.190,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
188.50.34.167,188.50.34.167,188.50.34.167,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
188.55.235.110,188.55.235.110,188.55.235.110,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
188.55.249.239,188.55.249.239,188.55.249.239,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
189.135.16.92,189.135.16.92,189.135.16.92,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
189.146.41.71,189.146.41.71,189.146.41.71,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
189.147.159.42,189.147.159.42,189.147.159.42,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
189.152.1.4,189.152.1.4,189.152.1.4,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
189.210.115.207,189.210.115.207,189.210.115.207,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
189.223.33.109,189.223.33.109,189.223.33.109,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
189.252.140.141,189.252.140.141,189.252.140.141,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
189.252.166.130,189.252.166.130,189.252.166.130,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
190.109.204.126,190.109.204.126,190.109.204.126,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
190.145.83.98,190.145.83.98,190.145.83.98,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
190.183.237.119,190.183.237.119,190.183.237.119,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
190.197.55.254,190.197.55.254,190.197.55.254,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
190.198.206.189,190.198.206.189,190.198.206.189,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
190.61.43.241,190.61.43.241,190.61.43.241,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
192.46.210.220,192.46.210.220,192.46.210.220,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
192.99.150.39,192.99.150.39,192.99.150.39,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
192.99.41.136,192.99.41.136,192.99.41.136,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
194.1.193.11,194.1.193.11,194.1.193.11,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
195.154.108.109,195.154.108.109,195.154.108.109,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
195.154.146.84,195.154.146.84,195.154.146.84,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
195.210.28.115,195.210.28.115,195.210.28.115,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
195.9.84.106,195.9.84.106,195.9.84.106,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
196.207.140.40,196.207.140.40,196.207.140.40,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
197.89.144.102,197.89.144.102,197.89.144.102,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
197.89.144.19,197.89.144.19,197.89.144.19,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
197.89.144.200,197.89.144.200,197.89.144.200,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
198.199.98.78,198.199.98.78,198.199.98.78,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
199.27.127.129,199.27.127.129,199.27.127.129,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
2.222.167.138,2.222.167.138,2.222.167.138,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
2.99.100.134,2.99.100.134,2.99.100.134,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
200.232.214.222,200.232.214.222,200.232.214.222,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
201.137.10.225,201.137.10.225,201.137.10.225,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
201.148.20.37,201.148.20.37,201.148.20.37,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
201.172.31.95,201.172.31.95,201.172.31.95,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
201.68.60.118,201.68.60.118,201.68.60.118,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
201.93.111.2,201.93.111.2,201.93.111.2,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
202.134.178.157,202.134.178.157,202.134.178.157,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
202.157.177.65,202.157.177.65,202.157.177.65,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
202.9.121.143,202.9.121.143,202.9.121.143,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
203.213.107.174,203.213.107.174,203.213.107.174,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
204.107.218.39,204.107.218.39,204.107.218.39,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
204.174.223.210,204.174.223.210,204.174.223.210,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
206.47.134.234,206.47.134.234,206.47.134.234,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
207.148.81.119,207.148.81.119,207.148.81.119,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
207.154.208.93,207.154.208.93,207.154.208.93,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
207.154.252.203,207.154.252.203,207.154.252.203,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
207.180.220.242,207.180.220.242,207.180.220.242,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
207.210.192.60,207.210.192.60,207.210.192.60,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
207.246.112.221,207.246.112.221,207.246.112.221,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
207.38.84.195,207.38.84.195,207.38.84.195,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
207.58.132.19,207.58.132.19,207.58.132.19,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
208.78.220.143,208.78.220.143,208.78.220.143,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
208.89.170.179,208.89.170.179,208.89.170.179,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
209.142.97.161,209.142.97.161,209.142.97.161,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
209.210.95.228,209.210.95.228,209.210.95.228,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
209.236.35.178,209.236.35.178,209.236.35.178,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
209.239.112.82,209.239.112.82,209.239.112.82,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
209.50.20.255,209.50.20.255,209.50.20.255,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
209.59.199.129,209.59.199.129,209.59.199.129,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
209.89.76.47,209.89.76.47,209.89.76.47,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
211.172.241.52,211.172.241.52,211.172.241.52,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
212.112.86.37,212.112.86.37,212.112.86.37,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
212.237.17.99,212.237.17.99,212.237.17.99,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
212.39.115.102,212.39.115.102,212.39.115.102,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
212.53.160.143,212.53.160.143,212.53.160.143,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
213.136.86.165,213.136.86.165,213.136.86.165,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
213.190.4.223,213.190.4.223,213.190.4.223,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
213.60.210.85,213.60.210.85,213.60.210.85,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
216.10.251.121,216.10.251.121,216.10.251.121,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
216.108.227.55,216.108.227.55,216.108.227.55,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
216.177.161.118,216.177.161.118,216.177.161.118,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
216.201.162.158,216.201.162.158,216.201.162.158,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
217.17.56.163,217.17.56.163,217.17.56.163,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
217.18.75.120,217.18.75.120,217.18.75.120,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
217.79.184.243,217.79.184.243,217.79.184.243,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
220.255.25.28,220.255.25.28,220.255.25.28,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
23.160.193.106,23.160.193.106,23.160.193.106,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
24.119.214.7,24.119.214.7,24.119.214.7,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
24.139.72.117,24.139.72.117,24.139.72.117,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
24.152.219.253,24.152.219.253,24.152.219.253,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
24.162.214.166,24.162.214.166,24.162.214.166,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
24.171.50.5,24.171.50.5,24.171.50.5,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
24.229.150.54,24.229.150.54,24.229.150.54,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
24.231.209.2,24.231.209.2,24.231.209.2,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
24.55.112.61,24.55.112.61,24.55.112.61,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
27.223.92.142,27.223.92.142,27.223.92.142,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
27.5.5.31,27.5.5.31,27.5.5.31,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
31.31.75.77,31.31.75.77,31.31.75.77,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
36.37.99.242,36.37.99.242,36.37.99.242,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
36.66.188.251,36.66.188.251,36.66.188.251,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
36.67.97.127,36.67.97.127,36.67.97.127,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
36.89.98.183,36.89.98.183,36.89.98.183,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
36.91.186.235,36.91.186.235,36.91.186.235,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
36.91.36.29,36.91.36.29,36.91.36.29,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
36.92.59.93,36.92.59.93,36.92.59.93,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
36.95.110.19,36.95.110.19,36.95.110.19,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
36.95.23.89,36.95.23.89,36.95.23.89,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
37.117.191.19,37.117.191.19,37.117.191.19,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
37.187.115.122,37.187.115.122,37.187.115.122,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
37.208.162.27,37.208.162.27,37.208.162.27,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
37.208.181.198,37.208.181.198,37.208.181.198,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
37.210.152.224,37.210.152.224,37.210.152.224,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
37.210.155.239,37.210.155.239,37.210.155.239,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
37.247.35.130,37.247.35.130,37.247.35.130,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
37.59.103.148,37.59.103.148,37.59.103.148,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
38.10.197.234,38.10.197.234,38.10.197.234,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
38.10.199.26,38.10.199.26,38.10.199.26,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
38.70.253.226,38.70.253.226,38.70.253.226,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
39.49.122.240,39.49.122.240,39.49.122.240,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
39.49.45.250,39.49.45.250,39.49.45.250,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
39.49.64.244,39.49.64.244,39.49.64.244,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
40.131.140.155,40.131.140.155,40.131.140.155,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
41.228.22.180,41.228.22.180,41.228.22.180,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
41.235.58.200,41.235.58.200,41.235.58.200,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
41.235.69.115,41.235.69.115,41.235.69.115,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
41.251.41.14,41.251.41.14,41.251.41.14,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
41.86.42.158,41.86.42.158,41.86.42.158,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
43.229.206.212,43.229.206.212,43.229.206.212,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
43.229.206.214,43.229.206.214,43.229.206.214,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
43.229.206.244,43.229.206.244,43.229.206.244,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
43.252.158.104,43.252.158.104,43.252.158.104,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
43.252.159.190,43.252.159.190,43.252.159.190,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
45.201.134.202,45.201.134.202,45.201.134.202,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
45.33.20.41,45.33.20.41,45.33.20.41,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
45.33.33.91,45.33.33.91,45.33.33.91,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
45.46.53.140,45.46.53.140,45.46.53.140,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
45.56.121.87,45.56.121.87,45.56.121.87,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
45.76.117.129,45.76.117.129,45.76.117.129,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
45.76.176.10,45.76.176.10,45.76.176.10,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
45.77.0.96,45.77.0.96,45.77.0.96,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
45.79.33.48,45.79.33.48,45.79.33.48,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
45.79.91.89,45.79.91.89,45.79.91.89,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
45.9.20.200,45.9.20.200,45.9.20.200,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
45.90.108.123,45.90.108.123,45.90.108.123,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
46.101.142.214,46.101.142.214,46.101.142.214,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
46.101.182.168,46.101.182.168,46.101.182.168,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
46.101.90.205,46.101.90.205,46.101.90.205,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
46.99.175.217,46.99.175.217,46.99.175.217,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
47.22.148.6,47.22.148.6,47.22.148.6,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
47.40.196.233,47.40.196.233,47.40.196.233,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
47.72.219.120,47.72.219.120,47.72.219.120,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
49.156.34.134,49.156.34.134,49.156.34.134,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
49.206.29.127,49.206.29.127,49.206.29.127,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
5.135.167.231,5.135.167.231,5.135.167.231,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
5.182.210.132,5.182.210.132,5.182.210.132,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
5.182.210.254,5.182.210.254,5.182.210.254,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
5.199.162.48,5.199.162.48,5.199.162.48,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
5.199.174.90,5.199.174.90,5.199.174.90,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
5.224.28.151,5.224.28.151,5.224.28.151,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
5.34.74.210,5.34.74.210,5.34.74.210,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
5.39.99.208,5.39.99.208,5.39.99.208,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
5.83.45.48,5.83.45.48,5.83.45.48,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
50.116.23.195,50.116.23.195,50.116.23.195,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
50.116.54.215,50.116.54.215,50.116.54.215,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
50.116.62.25,50.116.62.25,50.116.62.25,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
50.194.160.233,50.194.160.233,50.194.160.233,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
50.29.166.232,50.29.166.232,50.29.166.232,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
51.178.161.32,51.178.161.32,51.178.161.32,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
51.178.61.60,51.178.61.60,51.178.61.60,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
51.254.140.238,51.254.140.238,51.254.140.238,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
51.77.82.110,51.77.82.110,51.77.82.110,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
51.83.3.52,51.83.3.52,51.83.3.52,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
51.91.76.89,51.91.76.89,51.91.76.89,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
52.73.70.149,52.73.70.149,52.73.70.149,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
54.191.98.150,54.191.98.150,54.191.98.150,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
54.37.106.167,54.37.106.167,54.37.106.167,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
54.37.202.209,54.37.202.209,54.37.202.209,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
54.37.84.240,54.37.84.240,54.37.84.240,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
54.38.143.246,54.38.143.246,54.38.143.246,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
54.39.98.141,54.39.98.141,54.39.98.141,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
62.210.116.97,62.210.116.97,62.210.116.97,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
62.64.9.237,62.64.9.237,62.64.9.237,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
63.143.92.99,63.143.92.99,63.143.92.99,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
65.100.174.110,65.100.174.110,65.100.174.110,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
66.103.170.104,66.103.170.104,66.103.170.104,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
66.175.217.172,66.175.217.172,66.175.217.172,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
66.177.215.152,66.177.215.152,66.177.215.152,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
67.165.206.193,67.165.206.193,67.165.206.193,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
67.230.44.194,67.230.44.194,67.230.44.194,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
68.117.229.117,68.117.229.117,68.117.229.117,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist,10/29/2021
