Name,Low IP,High IP,Malware Type,Confidence,Severity,ASN,Org,Country,Description,Last Seen
50.116.62.25,50.116.62.25,50.116.62.25,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
50.29.166.232,50.29.166.232,50.29.166.232,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
51.178.161.32,51.178.161.32,51.178.161.32,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
51.178.61.60,51.178.61.60,51.178.61.60,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
51.254.140.238,51.254.140.238,51.254.140.238,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
51.77.82.110,51.77.82.110,51.77.82.110,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
51.83.3.52,51.83.3.52,51.83.3.52,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
51.91.76.89,51.91.76.89,51.91.76.89,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
52.73.70.149,52.73.70.149,52.73.70.149,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
54.191.98.150,54.191.98.150,54.191.98.150,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
54.37.106.167,54.37.106.167,54.37.106.167,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
54.37.202.209,54.37.202.209,54.37.202.209,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
54.37.84.240,54.37.84.240,54.37.84.240,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
54.38.143.246,54.38.143.246,54.38.143.246,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
54.39.98.141,54.39.98.141,54.39.98.141,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
62.64.9.237,62.64.9.237,62.64.9.237,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
66.175.217.172,66.175.217.172,66.175.217.172,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
67.165.206.193,67.165.206.193,67.165.206.193,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
69.64.50.41,69.64.50.41,69.64.50.41,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
71.74.12.34,71.74.12.34,71.74.12.34,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
74.63.218.139,74.63.218.139,74.63.218.139,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
75.169.58.229,75.169.58.229,75.169.58.229,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
75.176.235.182,75.176.235.182,75.176.235.182,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
76.25.142.196,76.25.142.196,76.25.142.196,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
77.232.163.203,77.232.163.203,77.232.163.203,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
79.143.186.143,79.143.186.143,79.143.186.143,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
79.172.201.113,79.172.201.113,79.172.201.113,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
79.172.255.198,79.172.255.198,79.172.255.198,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
80.211.40.191,80.211.40.191,80.211.40.191,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
81.0.236.89,81.0.236.89,81.0.236.89,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
85.88.174.94,85.88.174.94,85.88.174.94,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
87.97.178.92,87.97.178.92,87.97.178.92,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
91.207.28.33,91.207.28.33,91.207.28.33,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
91.235.129.8,91.235.129.8,91.235.129.8,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
91.243.125.5,91.243.125.5,91.243.125.5,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
91.83.88.122,91.83.88.122,91.83.88.122,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
92.38.128.47,92.38.128.47,92.38.128.47,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
93.48.80.198,93.48.80.198,93.48.80.198,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
94.23.24.82,94.23.24.82,94.23.24.82,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
94.28.78.200,94.28.78.200,94.28.78.200,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
97.107.134.115,97.107.134.115,97.107.134.115,Botnet C2, , , , , ,abuse.ch Feodo Tracker Botnet C2 IP Blocklist (recommended),10/29/2021
